asin	title	subtitle	extended_product_description	authors	narrators	series_title	series_sequence	genres	runtime_length_min	is_finished	percent_complete	rating	num_ratings	date_added	release_date	cover_url	purchase_date
B085DL23SL	The Alignment Problem	Machine Learning and Human Values		Brian Christian	Brian Christian			Computers & Technology, Computer Science, Computers & Technology, History & Culture, Science & Engineering, Science	813	False	0.0	4.7	10	2025-01-29T07:08:35.018Z	2020-10-06	https://m.media-amazon.com/images/I/51NTItonR1L._SL500_.jpg	2025-01-29T07:08:35.018Z
B085GKVG1H	The Lion and the Mouse			Lavanya R. N	Karthik Kumar			Children's Audiobooks, Animals & Nature, Animals, Lions, Tigers & Leopards, Children's Audiobooks, Animals & Nature, Animals, Mice, Hamsters, Guinea Pigs & Squirrels, Children's Audiobooks, Literature & Fiction, Animal Fiction	8	False	0.0	4.7	81	2025-05-15T08:01:50.000Z	2020-03-05	https://m.media-amazon.com/images/I/61YRRZ0XRQL._SL500_.jpg	2025-05-15T08:01:50.000Z
B085KCMDFF	The Monkey and the Crocodile			Shobha Viswanath	Naseeruddin Shah			Children's Audiobooks, Animals & Nature, Animals, Reptiles & Amphibians, Children's Audiobooks, Animals & Nature, Animals, Apes & Monkeys, Children's Audiobooks, Literature & Fiction, Animal Fiction	20	False	0.0	4.5	11	2025-05-15T08:00:56.000Z	2020-03-06	https://m.media-amazon.com/images/I/51Akg7iunzL._SL500_.jpg	2025-05-15T08:00:56.000Z
B086MC8XPH	Hanuman the Mighty			Shobha Viswanath	Girish Karnad			Children's Audiobooks, Growing Up & Facts of Life, Social & Life Skills, Children's Audiobooks, Literature & Fiction	23	False	0.0	4.6	17	2025-05-15T08:01:57.000Z	2020-03-31	https://m.media-amazon.com/images/I/51psodCQLBL._SL500_.jpg	2025-05-15T08:01:57.000Z
B086MJRDQT	Kalidasa’s Abhijnanashakuntalam	The Recognition of Shakuntala		Kalidasa, Lakshmi Lal - adaptation	Shobhana			Religion & Spirituality, Hinduism	67	False	8.96	4.7	232	2025-05-15T08:02:29.000Z	2020-03-31	https://m.media-amazon.com/images/I/61L3mG9QpGL._SL500_.jpg	2025-05-15T08:02:29.000Z
B086VTHFQK	Why I Am an Atheist and Other Works			Bhagat Singh	Siddhanta Pinto			Biographies & Memoirs, Politics & Activism, Activists, History, Asia, India, History, Asia, South Asia	180	False	0.0	4.7	411	2024-06-06T03:55:47.000Z	2020-04-08	https://m.media-amazon.com/images/I/51menhFZXVL._SL500_.jpg	2024-06-06T03:55:47.000Z
B086WQYZCV	The Sandman			Neil Gaiman, Dirk Maggs	Riz Ahmed, Kat Dennings, Taron Egerton, Neil Gaiman, James McAvoy, Samantha Morton, Bebe Neuwirth, Andy Serkis, Michael Sheen	The Sandman	1	Science Fiction & Fantasy, Fantasy, Epic, Science Fiction & Fantasy, Fantasy, Dark Fantasy	662	False	0.0	4.6	1423	2020-07-30T15:55:32.194Z	2020-07-15	https://m.media-amazon.com/images/I/61CEI+8TpdL._SL500_.jpg	2020-07-30T15:55:32.194Z
B086XHG8DN	What We Talk About When We Talk About Rape			Sohaila Abdulali	Sohaila Abdulali			Politics & Social Sciences, Social Sciences, Gender Issues, Women's Studies, Parenting & Relationships, Relationships, Abuse, Sexual Abuse & Harassment	357	False	0.84	4.4	9	2024-08-19T06:00:17.061Z	2020-04-11	https://m.media-amazon.com/images/I/41wGN92T8EL._SL500_.jpg	2024-08-19T06:00:17.061Z
B0897V2QL5	A Life on Our Planet	My Witness Statement and Vision for the Future		David Attenborough	David Attenborough			Biographies & Memoirs, Entertainment & Celebrity, Science & Engineering, Science, Earth Sciences	380	False	0.0	4.8	70	2020-10-28T13:54:43.139Z	2020-10-01	https://m.media-amazon.com/images/I/414yJNUZ9cL._SL500_.jpg	2020-10-28T13:54:43.139Z
B089KVG9T6	Attached			Amir Levine, Rachel Heller	Robert Petkoff			Health & Wellness, Psychology & Mental Health, Psychology, Psychotherapy, Parenting & Relationships, Self-Help, Success, Parenting & Relationships, Relationships, Marriage, Parenting & Relationships, Relationships, Love & Romance	426	False	35.68	4.6	108	2024-05-10T09:52:02.552Z	2020-07-09	https://m.media-amazon.com/images/I/412mpaCuOML._SL500_.jpg	2024-05-10T09:52:02.552Z
B08BG56HZK	Heist with Michael Caine			Michael Caine				Biographies & Memoirs, True Crime	270	False	0.0	4.6	58	2020-07-15T07:42:47.421Z	2023-04-26	https://m.media-amazon.com/images/I/51rRLLqFZ5L._SL500_.jpg	2020-07-15T07:42:47.421Z
B08FV8MXVP	The Velveteen Rabbit			Margery Williams	Richard Armitage			Children's Audiobooks, Animals & Nature, Animals, Rabbits, Children's Audiobooks, Literature & Fiction, Animal Fiction, Children's Audiobooks, Literature & Fiction, Classics, Children's Audiobooks, Literature & Fiction, Stories About Toys	24	False	0.0	4.7	170	2021-10-19T01:45:52.566Z	2020-08-14	https://m.media-amazon.com/images/I/616ICFHBAXL._SL500_.jpg	2021-10-19T01:45:52.566Z
B08NK6S2XR	Gutfull: What to Eat for a Happy Gut			Dr Joanna McMillan				Health & Wellness, Fitness, Diet & Nutrition, Diets, Nutrition & Healthy Eating	300	False	0.0	3.9	7	2021-08-26T02:50:32.667Z	2020-12-14	https://m.media-amazon.com/images/I/51YheKlu-PL._SL500_.jpg	2021-08-26T02:50:32.667Z
B08P252FRK	Mahabharata Vol 3 (Part 1)			Bibek Debroy	Sumit Kaul	The Mahabharata	3	Literature & Fiction, Classics, Literature & Fiction, Poetry, Themes & Styles, Epic	988	False	6.38	4.5	8	2021-03-15T15:50:46.982Z	2020-11-26	https://m.media-amazon.com/images/I/51kK1YBjQEL._SL500_.jpg	2021-03-15T15:50:46.982Z
B08QSF73VZ	Orwell Collection	Animal Farm & 1984		George Orwell	Stephen Fry			Literature & Fiction, Classics	978	False	0.0	4.7	294	2021-10-19T01:44:20.000Z	2021-01-12	https://m.media-amazon.com/images/I/413yOQY47ML._SL500_.jpg	2021-10-19T01:44:20.000Z
B08VKM4CWP	Designing Data-Intensive Applications	The Big Ideas Behind Reliable, Scalable, and Maintainable Systems		Martin Kleppmann	Benjamin Lange			Business & Careers, Computers & Technology, Data Science, Science & Engineering, Engineering	1256	False	14.57	4.8	64	2021-07-27T13:46:55.530Z	2021-02-05	https://m.media-amazon.com/images/I/512ESwpmobL._SL500_.jpg	2021-07-27T13:46:55.530Z
B096H14G49	Many Ramayanas, Many Lessons			Anand Neelkanthan, Anand Neelakantan	Manish Dongardive			Religion & Spirituality, Hinduism, Religion & Spirituality, Spirituality	678	False	0.0	4.7	39	2021-08-26T02:40:44.776Z	2021-07-30	https://m.media-amazon.com/images/I/513sM5Rs7DL._SL500_.jpg	2021-08-26T02:40:44.776Z
B09CQF1T1K	Self-Care for Adult Children of Emotionally Immature Parents	Honor Your Emotions, Nurture Your Self, and Live with Confidence		Lindsay C. Gibson PsyD	Rachel Perry			Health & Wellness, Psychology & Mental Health, Psychology, Parenting & Relationships, Self-Help, Success, Parenting & Relationships, Parenting, Dysfunctional Families, Parenting & Relationships, Relationships	440	False	46.36	5.0	8	2023-02-04T06:01:13.000Z	2021-09-01	https://m.media-amazon.com/images/I/41U1T8vS+vL._SL500_.jpg	2023-02-04T06:01:13.000Z
B09DYZB32D	Valmiki's Women	Five Tales from the Ramayana		Anand Neelakantan	Meher Acharia Dar			Literature & Fiction, Genre Fiction, Literary Fiction, Science Fiction & Fantasy, Fantasy, Fairy Tales	448	False	0.0	4.4	361	2021-10-19T01:43:38.000Z	2021-08-31	https://m.media-amazon.com/images/I/51oYGlfAGbL._SL500_.jpg	2021-10-19T01:43:38.000Z
B09LVTCT1K	Mahabharata Vol 9			Bibek Debroy	Abhishek Sharma	The Mahabharata	9	Literature & Fiction, Classics	1771	False	0.0	4.5	2	2022-11-23T15:41:15.441Z	2021-11-30	https://m.media-amazon.com/images/I/41u2umPdaQL._SL500_.jpg	2022-11-23T15:41:15.441Z
B09LVW27GM	Mahabharata Vol 8			Bibek Debroy	Abhishek Sharma	The Mahabharata	8	Literature & Fiction, Classics	1633	False	0.0	5.0	2	2022-11-23T02:43:20.543Z	2021-11-30	https://m.media-amazon.com/images/I/61YWDWAUihL._SL500_.jpg	2022-11-23T02:43:20.543Z
B09LVW4QT7	Mahabharata Vol 6			Bibek Debroy	Abhishek Sharma	The Mahabharata	6	Literature & Fiction, Classics	1447	False	0.0	5.0	6	2022-07-22T11:58:42.203Z	2021-11-30	https://m.media-amazon.com/images/I/51IkZuMpZpL._SL500_.jpg	2022-07-22T11:58:42.203Z
B09LVWK4RX	Mahabharata Vol 7			Bibek Debroy	Abhishek Ajay Sharma	The Mahabharata	7	Literature & Fiction, Classics	1375	False	0.0	4.8	4	2022-07-22T11:58:50.426Z	2022-03-08	https://m.media-amazon.com/images/I/51GbQYeBQ0L._SL500_.jpg	2022-07-22T11:58:50.426Z
B09LVWMKX7	Mahabharata Vol 5			Bibek Debroy	Abhishek Sharma	The Mahabharata	5	Literature & Fiction, Classics	1635	False	0.0	4.8	6	2022-06-10T02:28:39.623Z	2021-11-30	https://m.media-amazon.com/images/I/419X+DMT2UL._SL500_.jpg	2022-06-10T02:28:39.623Z
B09M4F9TZZ	Mahabharata Vol 4			Bibek Debroy	Abhishek Sharma			Literature & Fiction, Classics	1649	False	0.0	4.8	5	2022-06-10T02:28:31.915Z	2021-11-30	https://m.media-amazon.com/images/I/51hGaMOisIL._SL500_.jpg	2022-06-10T02:28:31.915Z
B09M4W3J64	Mahabharata Vol 10			Bibek Debroy	Abhishek Sharma			Literature & Fiction, Classics	1656	False	0.0	5.0	1	2023-06-21T07:55:38.442Z	2021-11-30	https://m.media-amazon.com/images/I/51t9hEMS0PL._SL500_.jpg	2023-06-21T07:55:38.442Z
B09PNVJ2SB	Bulls, Bears and Other Beasts	A Story of the Indian Stock Market		Santosh Nair	Swetanshu Bora			Business & Careers, Management & Leadership, Management, Money & Finance, Investing & Trading	668	False	28.44	4.7	737	2023-04-16T18:32:16.000Z	2022-01-18	https://m.media-amazon.com/images/I/5167wZEcv+L._SL500_.jpg	2023-04-16T18:32:16.000Z
B09RBG9PXX	Ambedkar's India	A Collection of 3 Works by BR Ambedkar on Castes and the Constitution		B.R. Ambedkar	Mishal Varma			Biographies & Memoirs, Politics & Activism, Activists, History, Asia, India, History, Asia, South Asia	272	False	2.21	4.4	294	2022-04-08T09:41:13.000Z	2022-04-04	https://m.media-amazon.com/images/I/51M3JE1rT4L._SL500_.jpg	2022-04-08T09:41:13.000Z
B09WFVS56M	HBR at 100	The Most Influential and Innovative Articles from Harvard Business Review's First Century		Harvard Business Review	Carolyn Jania, Jonathan Yen			Business & Careers, Management & Leadership, Forecasting & Strategic Planning, Business & Careers, Management & Leadership, Leadership	1027	False	66.89	4.1	7	2025-03-17T03:04:36.000Z	2022-03-29	https://m.media-amazon.com/images/I/41xwPia5dAL._SL500_.jpg	2025-03-17T03:04:36.000Z
B0B1958HW6	HBR's 10 Must Reads on High Performance	"With Bonus Article ""The Right Way to Form New Habits”. An Interview with James Clear"		Harvard Business Review	Carolyn Jania, William Sarris			Business & Careers, Management & Leadership, Management, Business & Careers, Personal Success, Motivation & Self-Improvement	372	False	11.29	4.8	6	2024-08-14T08:54:46.000Z	2022-05-31	https://m.media-amazon.com/images/I/41mwG-+3tVL._SL500_.jpg	2024-08-14T08:54:46.000Z
B0B922FNWW	Mindful Listening	HBR Emotional Intelligence Series		Harvard Business Review	Eleanor McCormick, P.J. Ochlan	HBR Emotional Intelligence Series		Business & Careers, Personal Success, Business Communication, Business & Careers, Personal Success, Motivation & Self-Improvement	101	False	0.0	4.5	14	2025-03-17T03:04:21.000Z	2022-08-16	https://m.media-amazon.com/images/I/41mCcYKMwuL._SL500_.jpg	2025-03-17T03:04:21.000Z
B0BB8FM3VV	Purpose, Meaning, and Passion	HBR Emotional Intelligence Series		Harvard Business Review	Justin Price, Ann Sprinkle	HBR Emotional Intelligence Series		Business & Careers, Personal Success, Parenting & Relationships, Self-Help, Success	139	False	0.0	3.8	4	2025-03-17T03:04:17.000Z	2022-08-30	https://m.media-amazon.com/images/I/4151VOhy3-L._SL500_.jpg	2025-03-17T03:04:17.000Z
B0BDJF3HTZ	Dealing with Difficult People	HBR Emotional Intelligence Series		Harvard Business Review	Mike Lenz, Eleanor McCormick	HBR Emotional Intelligence Series		Business & Careers, Personal Success, Conflict Resolution, Health & Wellness, Psychology & Mental Health, Psychology, Parenting & Relationships, Self-Help, Communication & Social Skills, Parenting & Relationships, Relationships	107	False	44.86	4.3	93	2025-03-17T03:01:06.000Z	2022-09-08	https://m.media-amazon.com/images/I/41A+-kjaZNL._SL500_.jpg	2025-03-17T03:01:06.000Z
B0C79HSDKS	Disentangling from Emotionally Immature People	Avoid Emotional Traps, Stand Up for Your Self, and Transform Your Relationships as an Adult Child of Emotionally Immature Parents		Lindsay C. Gibson PsyD	Rachel Perry			Health & Wellness, Psychology & Mental Health, Psychology, Parenting & Relationships, Self-Help, Success, Parenting & Relationships, Parenting, Dysfunctional Families, Parenting & Relationships, Relationships	563	False	2.84	5.0	2	2024-07-16T16:30:11.142Z	2023-07-01	https://m.media-amazon.com/images/I/41b-MaKhVCL._SL500_.jpg	2024-07-16T16:30:11.142Z
B0CLVQFZ7D	Why Machines Learn	The Elegant Maths Behind Modern AI		Anil Ananthaswamy	Rene Ruiz			Computers & Technology, Computer Science, Computers & Technology, History & Culture, Science & Engineering	810	False	0.12	5.0	5	2025-01-29T07:08:17.656Z	2024-07-16	https://m.media-amazon.com/images/I/41bPIapreFL._SL500_.jpg	2025-01-29T07:08:17.656Z
B0CN9RCRCL	Brave New Words	How AI Will Revolutionize Education (and Why That’s a Good Thing)		Salman Khan	Salman Khan			Politics & Social Sciences, Social Sciences, Future Studies, Education & Learning, Education, Computers & Technology, Computer Science	397	False	0.0	4.6	26	2024-10-20T09:34:56.107Z	2024-05-14	https://m.media-amazon.com/images/I/41gIR6h1JfL._SL500_.jpg	2024-10-20T09:34:56.107Z
B0CNRXL1BS	The Day I Became a Runner	A Women's History of India Through the Lens of Sport		Sohini Chattopadhyay	Shivani Vakil Savant			Sports & Outdoors, Running & Jogging, Sports & Outdoors, Sociology of Sports, History, Asia, India, History, Asia, South Asia	807	False	9.54	4.7	7	2024-04-06T05:26:41.962Z	2023-11-30	https://m.media-amazon.com/images/I/41K5-T5BTWL._SL500_.jpg	2024-04-06T05:26:41.962Z
B0D8BTT5B9	AI Snake Oil	What Artificial Intelligence Can Do, What It Can't, and How to Tell the Difference		Sayash Kapoor, Arvind Narayanan	Landon Woodson			Computers & Technology, Computer Science, Computers & Technology, History & Culture	598	True	91.64	4.4	13	2024-10-20T09:34:11.713Z	2024-09-24	https://m.media-amazon.com/images/I/51a8ZIXaV0L._SL500_.jpg	2024-10-20T09:34:11.713Z
B0DJ1R5NTX	The Next Conversation	Argue Less, Talk More		Jefferson Fisher	Jefferson Fisher			Business & Careers, Management & Leadership, Negotiating, Business & Careers, Personal Success, Business Communication, Parenting & Relationships, Self-Help, Success, Parenting & Relationships, Self-Help, Communication & Social Skills, Parenting & Relationships, Relationships, Friendship	395	False	45.57	4.7	10	2025-05-25T06:47:01.561Z	2025-03-20	https://m.media-amazon.com/images/I/41lSwa5ISRL._SL500_.jpg	2025-05-25T06:47:01.561Z
